YEAR,MONTH,DAY,HUMIDITY,WINDSPEED,DATE,TOTALDEMAND,HOLIDAY,MIN,MAX,RAIN,SOLAR,RRP,FORECASTDEMAND,OUTPUT,MONTHDATE,WEEKDAY,WEEKEND,TEMPAVE
2017,11,22,0.609545454545454,17.977272727272727,2017-11-22,7632.164270833337,0.0,15.5,24.8,0.0,18.2,90.97750000000002,7503.770405405408,170.03,11-2017,2,0,20.15
2017,11,23,0.7531249999999997,14.229166666666666,2017-11-23,7810.179340277779,0.0,14.3,27.4,0.0,29.1,77.2625,7643.035893393395,170.03,11-2017,3,0,20.85
2017,11,24,0.6530232558139536,19.906976744186046,2017-11-24,7938.422777777775,0.0,15.1,31.7,0.0,25.1,81.24625,7839.498119369362,170.03,11-2017,4,0,23.4
2017,11,25,0.6528888888888886,19.933333333333334,2017-11-25,7397.401875000004,0.0,15.5,29.7,0.0,30.9,86.33791666666666,7277.560990990997,170.03,11-2017,5,1,22.6
2017,11,26,0.7190909090909099,21.75,2017-11-26,7304.47836805556,0.0,16.4,29.3,0.0,0.0,80.92625,7237.964725975975,170.03,11-2017,6,1,22.85
2017,11,27,0.7225000000000011,22.227272727272727,2017-11-27,8085.013784722225,0.0,20.9,27.6,0.0,15.0,79.28354166666665,7913.775964714696,170.03,11-2017,0,0,24.25
2017,11,28,0.7570212765957461,22.106382978723403,2017-11-28,8220.845451388894,0.0,17.8,27.9,0.0,26.7,95.21511111111111,8031.334298048047,170.03,11-2017,1,0,22.85
2017,11,29,0.8484782608695659,17.804347826086957,2017-11-29,8301.439166666658,0.0,18.8,28.0,0.0,22.1,92.33791666666667,8061.991186186183,170.03,11-2017,2,0,23.4
2017,11,30,0.850227272727273,13.795454545454545,2017-11-30,8500.341631944451,0.0,18.0,29.3,0.0,25.6,91.66625000000003,8167.062107959021,170.03,11-2017,3,0,23.65
2017,12,1,0.734666666666668,32.2,2017-12-01,8613.551423611112,0.0,18.0,31.8,0.0,30.4,90.844375,8413.672854378327,249.22,12-2017,4,0,24.9
2017,12,2,0.734666666666668,32.2,2017-12-02,7411.975069444441,0.0,21.0,30.9,0.0,9.5,69.59666666666665,7417.170650183148,249.22,12-2017,5,1,25.95
2017,12,3,0.8231250000000006,24.541666666666668,2017-12-03,6838.180590277778,0.0,14.9,29.5,11.4,26.0,67.24666666666667,6557.182904761908,249.22,12-2017,6,1,22.2
2017,12,4,0.6076086956521732,15.91304347826087,2017-12-04,7674.305729166665,0.0,16.5,22.1,0.8,6.6,77.66895833333332,7852.22448356806,249.22,12-2017,0,0,19.3
2017,12,5,0.8777083333333321,31.208333333333332,2017-12-05,7646.556770833334,0.0,16.2,25.1,17.8,16.1,74.5491666666667,7576.40259649123,249.22,12-2017,1,0,20.65
2017,12,6,0.8165909090909085,35.59090909090909,2017-12-06,7607.442395833331,0.0,18.0,26.2,2.4,20.5,75.75895833333333,7494.085097597592,249.22,12-2017,2,0,22.1
2017,12,7,0.666666666666666,15.041666666666666,2017-12-07,7974.023368055556,0.0,14.7,33.3,4.2,27.4,76.85770833333332,7883.640289039023,249.22,12-2017,3,0,24.0
2017,12,8,0.4176595744680849,22.04255319148936,2017-12-08,7867.151284722227,0.0,17.3,30.3,0.0,22.2,78.81166666666668,7666.509275525543,249.22,12-2017,4,0,23.8
2017,12,9,0.5702222222222216,23.333333333333332,2017-12-09,7127.052048611112,0.0,16.2,26.2,2.2,22.3,65.51333333333332,7004.322650150174,249.22,12-2017,5,1,21.2
2017,12,10,0.6240425531914888,20.4468085106383,2017-12-10,7044.738020833338,0.0,14.5,27.4,0.0,31.0,64.42625,6882.537841591596,249.22,12-2017,6,1,20.95
2017,12,11,0.6848888888888879,19.466666666666665,2017-12-11,8132.186909722226,0.0,15.4,29.3,0.0,31.9,75.96208333333333,7916.468246997015,249.22,12-2017,0,0,22.35
2017,12,12,0.6504444444444442,19.977777777777778,2017-12-12,8482.157222222224,0.0,19.7,29.5,0.0,30.6,87.42125,8218.56766141141,249.22,12-2017,1,0,24.6
2017,12,13,0.7081818181818182,22.431818181818183,2017-12-13,8993.724826388887,0.0,17.2,32.8,0.0,31.8,83.88000000000001,8919.976903153156,249.22,12-2017,2,0,25.0
2017,12,14,0.687073170731708,25.829268292682926,2017-12-14,9076.982555066077,0.0,19.0,41.7,0.0,27.4,85.31104166666667,9760.95175300302,249.22,12-2017,3,0,30.35
2017,12,15,0.5677551020408164,22.775510204081634,2017-12-15,8727.759652777775,0.0,21.3,26.6,0.0,8.9,83.06145833333333,8394.794211711722,249.22,12-2017,4,0,23.950000000000003
2017,12,16,0.8927272727272716,23.681818181818183,2017-12-16,8570.945624999995,0.0,21.6,34.8,1.0,31.3,86.05937499999999,8403.82904279281,249.22,12-2017,5,1,28.2
2017,12,17,0.7864444444444433,21.355555555555554,2017-12-17,7827.254166666661,0.0,20.8,27.8,0.2,16.6,74.08354166666665,7641.5265690690685,249.22,12-2017,6,1,24.3
2017,12,18,0.949259259259257,22.22222222222222,2017-12-18,9200.200486111107,0.0,21.3,32.5,0.0,24.5,90.33697674418605,9178.870450450464,249.22,12-2017,0,0,26.9
2017,12,19,0.7897560975609749,16.073170731707318,2017-12-19,8998.783608247426,0.0,20.7,38.4,0.0,27.7,90.73088888888887,10120.388149399409,249.22,12-2017,1,0,29.549999999999997
2017,12,20,0.7173333333333338,21.244444444444444,2017-12-20,9015.73922374429,0.0,23.8,40.0,0.0,19.6,83.74166666666666,9755.44881381384,249.22,12-2017,2,0,31.9
2017,12,21,0.716363636363636,17.681818181818183,2017-12-21,8153.336562499999,0.0,20.1,24.6,1.4,5.2,75.14791666666667,7927.803551437205,249.22,12-2017,3,0,22.35
2017,12,22,0.8233333333333351,22.77777777777778,2017-12-22,8049.4478125000005,0.0,19.7,27.9,0.4,19.7,71.59229166666665,7873.126372324156,249.22,12-2017,4,0,23.799999999999997
2017,12,23,0.8004444444444455,19.288888888888888,2017-12-23,8018.295972222233,0.0,17.5,34.6,0.0,32.1,76.7033333333333,7807.440603517171,249.22,12-2017,5,1,26.05
2017,12,24,0.730652173913043,18.782608695652176,2017-12-24,8073.012708333331,0.0,18.8,42.6,0.0,22.8,68.94083333333332,6870.436815476188,249.22,12-2017,6,1,30.700000000000003
2017,12,25,0.7308510638297865,22.319148936170212,2017-12-25,6293.314444444445,1.0,18.4,22.7,0.0,4.9,55.46125,5518.989111111111,249.22,12-2017,0,0,20.549999999999997
2017,12,26,0.8091111111111118,31.755555555555556,2017-12-26,6498.580833333331,1.0,18.2,24.1,0.0,4.3,57.293749999999996,6892.866761904762,249.22,12-2017,1,0,21.15
2017,12,27,0.6936170212765951,20.638297872340427,2017-12-27,7380.88378472222,0.0,17.7,28.2,0.6,24.3,68.19687500000002,7338.569213483146,249.22,12-2017,2,0,22.95
2017,12,28,0.7393333333333346,23.666666666666668,2017-12-28,8047.449166666673,0.0,16.1,31.3,0.0,29.1,79.78250000000001,7846.907913832213,249.22,12-2017,3,0,23.700000000000003
2017,12,29,0.7442222222222227,22.4,2017-12-29,8578.471041666671,0.0,19.0,35.7,0.0,25.0,87.60083333333334,8307.894301801807,249.22,12-2017,4,0,27.35
2017,12,30,0.7554545454545453,17.022727272727273,2017-12-30,7897.824340277773,0.0,22.3,37.3,3.4,20.5,66.93041666666667,7703.352946696698,249.22,12-2017,5,1,29.799999999999997
2017,12,31,0.7946666666666655,20.155555555555555,2017-12-31,7143.310069444445,0.0,21.2,27.8,0.2,22.4,62.263125,6893.306467717724,249.22,12-2017,6,1,24.5
2018,1,1,0.8657142857142841,20.571428571428573,2018-01-01,7365.323819444444,1.0,19.4,31.4,0.0,31.8,74.96854166666667,7213.131910660676,63.06,01-2018,0,0,25.4
2018,1,2,0.8657142857142841,20.571428571428573,2018-01-02,7898.432222222227,0.0,18.2,29.6,0.0,23.0,72.19395833333333,7932.113577327333,63.06,01-2018,1,0,23.9
2018,1,3,0.8479591836734678,19.755102040816325,2018-01-03,7498.880520833332,0.0,19.3,25.7,1.2,18.1,65.04416666666667,7466.648307057057,63.06,01-2018,2,0,22.5
2018,1,4,0.8426086956521734,30.17391304347826,2018-01-04,7561.667152777775,0.0,17.3,25.3,1.0,19.1,63.988333333333344,7541.077774024014,63.06,01-2018,3,0,21.3
2018,1,5,0.8159574468085108,14.23404255319149,2018-01-05,8023.774201388885,0.0,14.2,30.7,0.0,31.9,65.69083333333333,7983.017165915918,63.06,01-2018,4,0,22.45
2018,1,6,0.6961904761904766,17.904761904761905,2018-01-06,8434.220381944442,0.0,17.4,35.2,0.0,31.8,67.70479166666667,8281.51089714716,63.06,01-2018,5,1,26.3
2018,1,7,0.7242857142857145,23.0,2018-01-07,8716.188865546217,0.0,20.2,45.2,0.0,28.7,80.75104166666668,9385.472605105097,63.06,01-2018,6,1,32.7
2018,1,8,0.6743181818181813,22.318181818181817,2018-01-08,9097.479300411522,0.0,22.0,37.8,0.0,16.0,83.12354166666665,9822.651400150164,63.06,01-2018,0,0,29.9
2018,1,9,0.6823404255319141,20.02127659574468,2018-01-09,8853.46965277777,0.0,22.0,32.9,6.2,12.6,74.63999999999999,9164.618704954935,63.06,01-2018,1,0,27.45
2018,1,10,0.8777083333333333,25.104166666666668,2018-01-10,7971.285381944446,0.0,18.8,24.6,3.6,10.3,70.21666666666667,7902.169939939948,63.06,01-2018,2,0,21.700000000000003
2018,1,11,0.7899999999999993,24.930232558139537,2018-01-11,8201.5428125,0.0,17.9,25.5,0.0,14.6,76.32875000000003,8060.940675675662,63.06,01-2018,3,0,21.7
2018,1,12,0.7709756097560975,14.146341463414634,2018-01-12,9106.5546875,0.0,19.6,31.1,0.0,23.5,88.98541666666664,8840.98237987136,63.06,01-2018,4,0,25.35
2018,1,13,0.8510204081632641,21.102040816326532,2018-01-13,8240.751840277777,0.0,23.1,35.5,0.0,20.6,68.74354166666667,7808.672458333342,63.06,01-2018,5,1,29.3
2018,1,14,0.7519230769230769,23.346153846153847,2018-01-14,6754.995555555553,0.0,13.8,25.4,0.2,26.9,55.05979166666668,6466.28743055556,63.06,01-2018,6,1,19.6
2018,1,15,0.8211111111111106,37.47222222222222,2018-01-15,7546.583645833332,0.0,14.8,27.8,0.0,27.5,63.83604166666667,8102.370904761906,63.06,01-2018,0,0,21.3
2018,1,16,0.7181632653061228,38.857142857142854,2018-01-16,7584.635590277776,0.0,17.9,24.8,0.0,20.4,64.32770833333332,7767.571898680287,63.06,01-2018,1,0,21.35
2018,1,17,0.7018604651162779,40.325581395348834,2018-01-17,7592.066944444444,0.0,15.6,27.5,0.0,30.9,70.17208333333336,7683.82350975977,63.06,01-2018,2,0,21.55
2018,1,18,0.7144680851063826,27.914893617021278,2018-01-18,8072.922256944444,0.0,12.2,33.3,0.0,31.0,74.3127659574468,8088.362954204208,63.06,01-2018,3,0,22.75
2018,1,19,0.6367391304347818,16.695652173913043,2018-01-19,8652.969027777777,0.0,13.6,36.0,0.0,30.9,76.88791666666665,8510.178257394076,63.06,01-2018,4,0,24.8
2018,1,20,0.634,13.933333333333334,2018-01-20,8124.129305555553,0.0,12.7,37.6,0.0,30.9,73.57749999999999,8124.8479980842885,63.06,01-2018,5,1,25.15
2018,1,21,0.6288888888888887,17.866666666666667,2018-01-21,8243.209930555555,0.0,16.8,33.7,0.0,30.8,82.436875,8174.393626760578,63.06,01-2018,6,1,25.25
2018,1,22,0.7343478260869568,23.652173913043477,2018-01-22,8883.648632478633,0.0,18.0,38.5,0.0,24.3,88.90729166666665,9521.98541291293,63.06,01-2018,0,0,28.25
2018,1,23,0.734347826086956,21.652173913043477,2018-01-23,9133.924131944439,0.0,22.9,30.5,0.0,6.1,84.13958333333335,9474.147304804814,63.06,01-2018,1,0,26.7
2018,1,24,0.8053061224489789,18.857142857142858,2018-01-24,9355.853867595826,0.0,20.0,34.3,0.0,25.6,91.43979166666664,9269.393382132133,63.06,01-2018,2,0,27.15
2018,1,25,0.8104255319148936,21.29787234042553,2018-01-25,9032.081944444444,0.0,23.0,29.4,0.0,11.8,86.27395833333333,9242.02241741741,63.06,01-2018,3,0,26.2
2018,1,26,0.8734042553191471,20.680851063829788,2018-01-26,8362.321493055555,1.0,24.2,30.2,0.0,15.1,76.85791666666667,8429.362830330336,63.06,01-2018,4,0,27.2
2018,1,27,0.8930434782608683,19.76086956521739,2018-01-27,8623.692881944442,0.0,24.2,31.2,0.0,28.4,86.28270833333333,8381.93607732732,63.06,01-2018,5,1,27.7
2018,1,28,0.874693877551019,25.163265306122447,2018-01-28,8351.853819444439,0.0,24.8,30.3,0.0,20.2,78.55744680851063,8199.579733483477,63.06,01-2018,6,1,27.55
2018,1,29,0.8597999999999986,26.84,2018-01-29,9267.78472222222,0.0,21.5,31.0,0.0,28.1,88.86854166666667,8918.30842851667,63.06,01-2018,0,0,26.25
2018,1,30,0.7395833333333335,22.520833333333332,2018-01-30,9113.908452830194,0.0,19.4,33.5,0.0,29.0,87.92958333333337,8318.084632936507,63.06,01-2018,1,0,26.45
2018,1,31,0.6706250000000004,24.041666666666668,2018-01-31,7802.5468055555575,0.0,17.2,23.3,0.0,5.0,69.55583333333333,6893.670092592593,63.06,01-2018,2,0,20.25
2018,2,1,0.679399999999999,30.72,2018-02-01,7553.703680555556,0.0,17.1,25.0,0.0,17.6,66.85375000000003,0.0,265.17,02-2018,3,0,21.05
2018,2,2,0.679399999999999,30.72,2018-02-02,7558.927777777772,0.0,15.2,24.3,0.0,13.8,67.676875,0.0,265.17,02-2018,4,0,19.75
2018,2,3,0.7372916666666658,21.041666666666668,2018-02-03,7011.452951388887,0.0,16.0,26.4,0.0,23.6,60.09749999999997,0.0,265.17,02-2018,5,1,21.2
2018,2,4,0.7759183673469386,24.46938775510204,2018-02-04,6955.390138888885,0.0,14.8,26.7,0.0,27.3,69.69500000000004,7502.977839080465,265.17,02-2018,6,1,20.75
2018,2,5,0.7084444444444441,19.933333333333334,2018-02-05,7958.462326388898,0.0,14.8,29.5,0.0,28.6,81.47041666666665,8126.756727668844,265.17,02-2018,0,0,22.15
2018,2,6,0.639777777777778,16.68888888888889,2018-02-06,8226.694548611113,0.0,16.3,29.5,0.0,26.6,65.89791666666666,8069.656325075054,265.17,02-2018,1,0,22.9
2018,2,7,0.6269565217391309,16.08695652173913,2018-02-07,8424.905694444447,0.0,17.2,29.7,0.0,26.9,68.24270833333334,8197.550161411426,265.17,02-2018,2,0,23.45
2018,2,8,0.5740425531914893,19.27659574468085,2018-02-08,8843.497986111124,0.0,16.4,33.4,0.0,28.2,75.33520833333334,8578.39523273273,265.17,02-2018,3,0,24.9
2018,2,9,0.564255319148937,25.29787234042553,2018-02-09,9090.637569444445,0.0,20.0,31.4,0.0,22.1,90.50375000000001,8970.612394894895,265.17,02-2018,4,0,25.7
2018,2,10,0.7737499999999999,17.770833333333332,2018-02-10,8514.995590277777,0.0,20.5,32.6,0.0,25.4,69.07979166666668,8485.573111861879,265.17,02-2018,5,1,26.55
2018,2,11,0.756888888888889,18.466666666666665,2018-02-11,7818.145104166665,0.0,20.9,30.0,0.0,19.7,63.984791666666666,8104.2900825826,265.17,02-2018,6,1,25.45
2018,2,12,0.7262222222222228,22.711111111111112,2018-02-12,8822.143680555555,0.0,19.0,31.1,0.0,24.9,80.469375,8560.484939939955,265.17,02-2018,0,0,25.05
2018,2,13,0.6545652173913051,17.369565217391305,2018-02-13,9059.449930555562,0.0,21.4,29.9,0.0,23.3,88.56937500000002,8657.103194444444,265.17,02-2018,1,0,25.65
2018,2,14,0.749583333333333,20.916666666666668,2018-02-14,9019.523407079649,0.0,22.3,39.6,0.0,25.2,82.55312500000001,9442.33901651652,265.17,02-2018,2,0,30.950000000000003
2018,2,15,0.6391428571428573,15.085714285714285,2018-02-15,9034.664375000002,0.0,19.8,30.8,0.0,25.5,80.58749999999999,8727.801212462478,265.17,02-2018,3,0,25.3
2018,2,16,0.6266666666666673,23.604166666666668,2018-02-16,8579.268402777778,0.0,16.0,31.0,0.0,21.8,75.69624999999998,8293.159361861866,265.17,02-2018,4,0,23.5
2018,2,17,0.689787234042553,19.595744680851062,2018-02-17,7978.262361111111,0.0,19.8,28.9,0.0,25.0,69.57916666666667,7874.584545795775,265.17,02-2018,5,1,24.35
2018,2,18,0.6112244897959187,24.183673469387756,2018-02-18,8248.944027777785,0.0,19.5,31.4,0.0,24.7,71.95479166666665,8179.4358183183085,265.17,02-2018,6,1,25.45
2018,2,19,0.6817391304347825,23.152173913043477,2018-02-19,8680.717638888887,0.0,23.3,29.6,0.0,17.2,73.02999999999999,8552.143870120088,265.17,02-2018,0,0,26.450000000000003
2018,2,20,0.7604166666666676,21.583333333333332,2018-02-20,7809.738090277774,0.0,20.0,25.2,0.0,14.1,69.91895833333331,7833.999035285288,265.17,02-2018,1,0,22.6
2018,2,21,0.6652173913043461,34.26086956521739,2018-02-21,7840.564409722223,0.0,15.9,26.6,0.0,14.0,70.01916666666666,7783.400668168154,265.17,02-2018,2,0,21.25
2018,2,22,0.5808510638297865,14.936170212765957,2018-02-22,8076.574791666667,0.0,17.2,27.8,0.0,18.1,73.97020833333333,7954.689564564545,265.17,02-2018,3,0,22.5
2018,2,23,0.5754347826086961,15.695652173913043,2018-02-23,8496.49548611111,0.0,16.1,29.2,0.0,20.4,75.83750000000002,8435.08876331812,265.17,02-2018,4,0,22.65
2018,2,24,0.6600000000000004,26.0,2018-02-24,8581.28059027777,0.0,18.7,36.7,0.4,18.6,76.24979166666667,7873.365353260864,265.17,02-2018,5,1,27.700000000000003
2018,2,25,0.6619148936170213,23.170212765957448,2018-02-25,7503.560381944445,0.0,21.9,21.9,5.2,1.2,63.403749999999995,6977.05420634921,265.17,02-2018,6,1,21.9
2018,2,26,0.8977358490566023,30.358490566037737,2018-02-26,7734.928402777782,0.0,16.6,22.6,41.0,9.3,72.16250000000001,8198.996412698423,265.17,02-2018,0,0,19.6
2018,2,27,0.8114583333333318,34.0625,2018-02-27,7778.341874999998,0.0,15.4,25.1,4.8,18.4,68.74666666666668,7939.853077905509,265.17,02-2018,1,0,20.25
2018,2,28,0.7049999999999993,19.869565217391305,2018-02-28,8131.293194444446,0.0,13.7,33.4,0.0,24.9,66.68375000000002,8167.998903903913,265.17,02-2018,2,0,23.549999999999997
2018,3,1,0.7002000000000005,28.32,2018-03-01,8183.983055555553,0.0,20.3,26.8,0.0,18.8,68.85187499999999,8088.585686936935,50.43,03-2018,3,0,23.55
2018,3,2,0.7002000000000005,28.32,2018-03-02,8040.761527777774,0.0,18.6,26.3,0.0,16.1,77.21,7885.054328078061,50.43,03-2018,4,0,22.450000000000003
2018,3,3,0.7717391304347827,20.41304347826087,2018-03-03,7897.75406249999,0.0,18.4,31.1,0.0,23.6,73.36479166666668,7744.61426801801,50.43,03-2018,5,1,24.75
2018,3,4,0.7047916666666676,17.958333333333332,2018-03-04,7508.085798611116,0.0,20.1,27.2,0.0,15.7,71.42875,7500.6184872372505,50.43,03-2018,6,1,23.65
2018,3,5,0.8269565217391321,26.152173913043477,2018-03-05,8083.5467013888865,0.0,20.6,26.0,0.0,4.9,69.30375,7913.12417792793,50.43,03-2018,0,0,23.3
2018,3,6,0.8540425531914896,23.78723404255319,2018-03-06,7758.396955017297,0.0,17.8,26.9,2.6,17.3,58.737916666666656,7746.2454504504485,50.43,03-2018,1,0,22.35
2018,3,7,0.7583999999999994,34.74,2018-03-07,7727.0345486111055,0.0,15.6,25.9,5.4,20.3,61.71104166666666,7663.095236486459,50.43,03-2018,2,0,20.75
2018,3,8,0.5897674418604643,21.906976744186046,2018-03-08,7798.380208333325,0.0,16.2,28.0,0.0,19.0,65.30083333333333,7685.004891141151,50.43,03-2018,3,0,22.1
2018,3,9,0.6020833333333331,19.145833333333332,2018-03-09,7811.892604166667,0.0,17.4,25.9,0.0,19.2,63.22645833333333,7695.438325825823,50.43,03-2018,4,0,21.65
2018,3,10,0.6610869565217392,19.73913043478261,2018-03-10,7177.807326388888,0.0,17.5,26.3,1.6,16.3,63.32916666666667,7135.365634384397,50.43,03-2018,5,1,21.9
2018,3,11,0.6441666666666667,16.166666666666668,2018-03-11,7115.341250000002,0.0,15.8,29.8,0.0,23.1,62.92249999999998,7145.8265578077935,50.43,03-2018,6,1,22.8
2018,3,12,0.6023404255319154,15.680851063829786,2018-03-12,7840.015590277772,0.0,14.6,28.4,0.0,20.1,61.175625,7808.578036786772,50.43,03-2018,0,0,21.5
2018,3,13,0.7231914893617022,14.361702127659575,2018-03-13,7943.6854513888875,0.0,19.7,22.0,0.0,2.0,63.272083333333335,7809.199756005992,50.43,03-2018,1,0,20.85
2018,3,14,0.8273469387755101,20.979591836734695,2018-03-14,8127.155520833328,0.0,17.9,27.9,6.8,19.1,67.31083333333332,8010.2658896396515,50.43,03-2018,2,0,22.9
2018,3,15,0.7908510638297873,17.680851063829788,2018-03-15,8547.485868055563,0.0,18.2,35.1,0.0,18.9,71.72479166666666,8437.677376126137,50.43,03-2018,3,0,26.65
2018,3,16,0.6980000000000008,19.44,2018-03-16,8188.850312500003,0.0,21.0,25.9,0.0,14.1,73.24104166666667,7975.113288288304,50.43,03-2018,4,0,23.45
2018,3,17,0.6827272727272724,18.727272727272727,2018-03-17,8016.690312499997,0.0,18.3,33.9,0.0,20.7,70.68874999999998,7957.239738219897,50.43,03-2018,5,1,26.1
2018,3,18,0.6056521739130438,13.26086956521739,2018-03-18,8479.316118881115,0.0,17.0,40.1,0.0,21.5,68.72270833333334,7331.90454263566,50.43,03-2018,6,1,28.55
2018,3,19,0.45687499999999975,20.541666666666668,2018-03-19,8817.344444444438,0.0,19.0,34.4,0.0,21.4,76.23562500000001,9125.069393939397,50.43,03-2018,0,0,26.7
2018,3,20,0.7016666666666673,18.4375,2018-03-20,8270.57486111111,0.0,14.9,29.6,0.0,16.4,66.88625,8230.815128865981,50.43,03-2018,1,0,22.25
2018,3,21,0.7393617021276601,31.893617021276597,2018-03-21,7768.741874999996,0.0,18.6,22.4,7.6,4.5,63.13979166666666,7589.355562841537,50.43,03-2018,2,0,20.5
2018,3,22,0.8164705882352944,40.254901960784316,2018-03-22,7681.397465277777,0.0,17.2,22.7,7.2,11.4,63.57999999999999,7653.984175691931,50.43,03-2018,3,0,19.95
2018,3,23,0.7082978723404245,32.4468085106383,2018-03-23,7670.611423611111,0.0,17.3,24.0,4.2,9.7,64.3875,7619.033637387394,50.43,03-2018,4,0,20.65
2018,3,24,0.6140909090909094,20.204545454545453,2018-03-24,7169.448576388884,0.0,15.4,27.8,0.2,15.9,62.17041666666669,7261.448563979129,50.43,03-2018,5,1,21.6
2018,3,25,0.7625581395348849,16.674418604651162,2018-03-25,7189.126875000004,0.0,17.5,33.2,1.0,16.9,51.232291666666676,6567.720320512823,50.43,03-2018,6,1,25.35
2018,3,26,0.5937500000000002,19.166666666666668,2018-03-26,7488.452708333338,0.0,19.0,26.2,4.0,20.2,67.02624999999999,7839.244740368513,50.43,03-2018,0,0,22.6
2018,3,27,0.4919512195121952,24.073170731707318,2018-03-27,7535.868020833337,0.0,10.6,25.8,0.0,19.0,62.001458333333346,7705.560909897916,50.43,03-2018,1,0,18.2
2018,3,28,0.5127083333333333,14.729166666666666,2018-03-28,7873.034791666667,0.0,14.5,29.4,0.0,19.7,64.59270833333333,7646.557332448571,50.43,03-2018,2,0,21.95
2018,3,29,0.6480000000000001,16.044444444444444,2018-03-29,8103.002638888893,0.0,16.1,29.3,0.0,19.5,71.45520833333332,8196.985239350039,50.43,03-2018,3,0,22.700000000000003
2018,3,30,0.6880487804878054,18.073170731707318,2018-03-30,7301.306076388889,1.0,15.9,32.7,0.0,19.4,70.40291666666667,6828.068809523816,50.43,03-2018,4,0,24.3
2018,3,31,0.7991304347826085,18.52173913043478,2018-03-31,7059.768576388886,1.0,20.0,27.0,0.0,14.9,73.10854166666667,6253.207333333334,50.43,03-2018,5,1,23.5
2018,4,1,0.7397916666666671,17.5,2018-04-01,7084.195729166664,1.0,16.3,34.2,0.0,19.0,69.25750000000001,0.0,80.96,04-2018,6,1,25.25
2018,4,2,0.7397916666666671,17.5,2018-04-02,7334.822083333334,1.0,18.0,34.6,0.0,13.8,68.154375,0.0,80.96,04-2018,0,0,26.3
2018,4,3,0.7555813953488368,17.069767441860463,2018-04-03,7792.460312500001,0.0,19.8,24.6,0.0,8.6,77.48833333333336,8316.237731092426,80.96,04-2018,1,0,22.200000000000003
2018,4,4,0.6936363636363642,20.0,2018-04-04,7863.589652777779,0.0,18.5,26.0,0.0,15.2,89.62854166666665,8034.955491452983,80.96,04-2018,2,0,22.25
2018,4,5,0.7131707317073178,14.78048780487805,2018-04-05,8121.370173611106,0.0,16.2,30.2,0.0,18.3,87.23229166666665,8099.009617117124,80.96,04-2018,3,0,23.2
